,calculated_duration
8480,1460.0
8481,644.0
8482,341.0
8483,1009.0
8484,427.0
8485,341.0
8486,186.0
8487,1825.0
8488,1095.0
8489,186.0
8490,2314.0
8491,310.0
8492,155.0
8493,93.0
8494,248.0
8495,248.0
8496,854.0
8497,217.0
8498,792.0
8499,186.0
8500,248.0
8501,582.0
8502,730.0
8503,365.0
8504,978.0
8505,93.0
8506,93.0
8507,62.0
8508,1071.0
8509,1009.0
8510,62.0
8511,
8512,
8513,823.0
8514,341.0
8515,489.0
8516,613.0
8517,582.0
8518,
8519,
8520,
8521,
8522,
8523,458.0
8524,1009.0
8525,582.0
8526,458.0
8527,792.0
8528,1887.0
8529,93.0
8530,0.0
8531,341.0
8532,730.0
8533,124.0
8534,217.0
8535,124.0
8536,427.0
8537,706.0
8538,978.0
8539,365.0
8540,186.0
8541,62.0
8542,62.0
8543,155.0
8544,341.0
8545,365.0
8546,365.0
8547,155.0
8548,62.0
8549,341.0
8550,0.0
8551,155.0
8552,730.0
8553,730.0
8554,520.0
8555,582.0
8556,
8557,
8558,2104.0
8559,310.0
8560,2166.0
8561,2104.0
8562,217.0
8563,551.0
8564,1095.0
8565,823.0
8566,365.0
8567,2679.0
8568,1460.0
8569,947.0
8570,613.0
8571,365.0
8572,
8573,
8574,1522.0
8575,
8576,
8577,
8578,644.0
8579,155.0
8580,93.0
8581,93.0
8582,124.0
8583,0.0
8584,2679.0
8585,2252.0
8586,675.0
8587,1801.0
8588,1009.0
8589,1040.0
8590,916.0
8591,2011.0
8592,1095.0
8593,823.0
8594,
8595,1887.0
8596,675.0
8597,
8598,248.0
8599,310.0
8600,
8601,1949.0
8602,
8603,310.0
8604,854.0
8605,1281.0
8606,458.0
8607,489.0
8608,62.0
8609,93.0
8610,62.0
8611,
8612,365.0
8613,427.0
8614,365.0
8615,62.0
8616,
8617,
8618,365.0
8619,365.0
8620,186.0
8621,730.0
8622,93.0
8623,248.0
8624,458.0
8625,1040.0
8626,93.0
8627,279.0
8628,427.0
8629,62.0
8630,1250.0
8631,458.0
8632,248.0
8633,
8634,
8635,155.0
8636,1188.0
8637,792.0
8638,885.0
8639,1312.0
8640,279.0
8641,186.0
8642,365.0
8643,310.0
8644,
8645,792.0
8646,310.0
8647,62.0
8648,62.0
8649,62.0
8650,62.0
8651,365.0
8652,155.0
8653,582.0
8654,186.0
8655,62.0
8656,155.0
8657,62.0
8658,1312.0
8659,1615.0
8660,1801.0
8661,217.0
8662,341.0
8663,186.0
8664,730.0
8665,248.0
8666,520.0
8667,93.0
8668,978.0
8669,1522.0
8670,365.0
8671,8457.0
8672,365.0
8673,1739.0
8674,124.0
8675,978.0
8676,854.0
8677,365.0
8678,1460.0
8679,217.0
8680,62.0
8681,1281.0
8682,93.0
8683,
8684,730.0
8685,823.0
8686,1095.0
8687,489.0
8688,93.0
8689,62.0
8690,
8691,916.0
8692,427.0
8693,
8694,582.0
8695,62.0
8696,730.0
8697,62.0
8698,1522.0
8699,4015.0
8700,217.0
8701,1801.0
8702,5055.0
8703,427.0
8704,427.0
8705,675.0
8706,
8707,947.0
8708,341.0
8709,947.0
8710,93.0
8711,427.0
8712,365.0
8713,1405.0
8714,217.0
8715,582.0
8716,1071.0
8717,279.0
8718,675.0
8719,520.0
8720,248.0
8721,365.0
8722,978.0
8723,155.0
8724,613.0
8725,248.0
8726,310.0
8727,279.0
8728,551.0
8729,551.0
8730,1405.0
8731,310.0
8732,186.0
8733,186.0
8734,675.0
8735,217.0
8736,365.0
8737,186.0
8738,93.0
8739,186.0
8740,792.0
8741,792.0
8742,93.0
8743,1250.0
8744,2679.0
8745,365.0
8746,365.0
8747,489.0
8748,217.0
8749,279.0
8750,124.0
8751,155.0
8752,1436.0
8753,1918.0
8754,93.0
8755,
8756,
8757,1095.0
8758,2500.0
8759,730.0
8760,730.0
8761,730.0
8762,458.0
8763,1188.0
8764,217.0
8765,217.0
8766,644.0
8767,248.0
8768,186.0
8769,427.0
8770,124.0
8771,
8772,978.0
8773,1708.0
8774,1825.0
8775,1095.0
8776,
8777,
8778,1157.0
8779,520.0
8780,2073.0
8781,93.0
8782,62.0
8783,1071.0
8784,155.0
8785,551.0
8786,792.0
8787,217.0
8788,675.0
8789,93.0
8790,885.0
8791,458.0
8792,823.0
8793,706.0
8794,217.0
8795,675.0
8796,2190.0
8797,1095.0
8798,365.0
8799,365.0
8800,916.0
8801,1095.0
8802,365.0
8803,124.0
8804,
8805,
8806,551.0
8807,365.0
8808,1009.0
8809,248.0
8810,1219.0
8811,520.0
8812,730.0
8813,978.0
8814,186.0
8815,1219.0
8816,947.0
8817,186.0
8818,458.0
8819,217.0
8820,489.0
8821,427.0
8822,248.0
8823,706.0
8824,310.0
8825,
8826,
8827,
8828,1219.0
8829,1095.0
8830,916.0
8831,1188.0
8832,582.0
8833,
8834,186.0
8835,551.0
8836,1460.0
8837,279.0
8838,978.0
8839,93.0
8840,0.0
8841,675.0
8842,365.0
8843,279.0
8844,1343.0
8845,1825.0
8846,1615.0
8847,248.0
8848,186.0
8849,186.0
8850,
8851,675.0
8852,1188.0
8853,310.0
8854,1250.0
8855,1040.0
8856,
8857,916.0
8858,1157.0
8859,124.0
8860,217.0
8861,823.0
8862,217.0
8863,365.0
8864,365.0
8865,1405.0
8866,341.0
8867,124.0
8868,489.0
8869,947.0
8870,613.0
8871,0.0
8872,582.0
8873,1436.0
8874,155.0
8875,155.0
8876,730.0
8877,93.0
8878,155.0
8879,1553.0
8880,155.0
8881,
8882,341.0
8883,613.0
8884,489.0
8885,365.0
8886,124.0
8887,1188.0
8888,1281.0
8889,644.0
8890,4473.0
8891,310.0
8892,885.0
8893,916.0
8894,186.0
8895,
8896,
8897,1250.0
8898,1343.0
8899,792.0
8900,1095.0
8901,1009.0
8902,1040.0
8903,1188.0
8904,248.0
8905,489.0
8906,341.0
8907,1460.0
8908,1312.0
8909,1436.0
8910,124.0
8911,155.0
8912,341.0
8913,489.0
8914,1677.0
8915,310.0
8916,675.0
8917,916.0
8918,93.0
8919,0.0
8920,730.0
8921,365.0
8922,186.0
8923,155.0
8924,
8925,2920.0
8926,885.0
8927,341.0
8928,551.0
8929,62.0
8930,279.0
8931,365.0
8932,427.0
8933,
8934,
8935,1825.0
8936,365.0
8937,310.0
8938,520.0
8939,730.0
8940,916.0
8941,551.0
8942,1188.0
8943,644.0
8944,885.0
8945,730.0
8946,62.0
8947,551.0
8948,823.0
8949,551.0
8950,279.0
8951,124.0
8952,62.0
8953,155.0
8954,124.0
8955,341.0
8956,
8957,675.0
8958,730.0
8959,1708.0
8960,582.0
8961,217.0
8962,582.0
8963,730.0
8964,124.0
8965,248.0
8966,310.0
8967,248.0
8968,93.0
8969,365.0
8970,582.0
8971,279.0
8972,916.0
8973,916.0
8974,613.0
8975,1095.0
8976,1584.0
8977,2190.0
8978,365.0
8979,730.0
8980,978.0
8981,310.0
8982,854.0
8983,730.0
8984,730.0
8985,
8986,1071.0
8987,520.0
8988,613.0
8989,458.0
8990,792.0
8991,2865.0
8992,1095.0
8993,310.0
8994,2710.0
8995,155.0
8996,
8997,4108.0
8998,730.0
8999,310.0
9000,
9001,248.0
9002,279.0
9003,279.0
9004,1095.0
9005,792.0
9006,62.0
9007,1739.0
9008,93.0
9009,62.0
9010,1095.0
9011,
9012,2283.0
9013,217.0
9014,248.0
9015,279.0
9016,365.0
9017,1095.0
9018,1374.0
9019,1918.0
9020,279.0
9021,706.0
9022,155.0
9023,730.0
9024,93.0
9025,1646.0
9026,279.0
9027,365.0
9028,124.0
9029,279.0
9030,341.0
9031,978.0
9032,1312.0
9033,3743.0
9034,7548.0
9035,
9036,916.0
9037,489.0
9038,93.0
9039,248.0
9040,1157.0
9041,2073.0
9042,520.0
9043,1949.0
9044,3836.0
9045,155.0
9046,520.0
9047,1188.0
9048,365.0
9049,310.0
9050,155.0
9051,155.0
9052,1522.0
9053,1522.0
9054,
9055,1040.0
9056,2865.0
9057,551.0
9058,1739.0
9059,978.0
9060,124.0
9061,1188.0
9062,186.0
9063,947.0
9064,62.0
9065,6849.0
9066,155.0
9067,217.0
9068,279.0
9069,186.0
9070,62.0
9071,706.0
9072,613.0
9073,310.0
9074,1071.0
9075,458.0
9076,2073.0
9077,5933.0
9078,2741.0
9079,310.0
9080,489.0
9081,792.0
9082,279.0
9083,730.0
9084,2617.0
9085,427.0
9086,730.0
9087,
9088,792.0
9089,1646.0
9090,427.0
9091,0.0
9092,706.0
9093,2345.0
9094,1095.0
9095,365.0
9096,124.0
9097,1343.0
9098,1095.0
9099,675.0
9100,551.0
9101,1825.0
9102,520.0
9103,1405.0
9104,365.0
9105,310.0
9106,7276.0
9107,792.0
9108,706.0
9109,2190.0
9110,5389.0
9111,1646.0
9112,310.0
9113,
9114,3898.0
9115,730.0
9116,675.0
9117,248.0
9118,217.0
9119,248.0
9120,93.0
9121,2190.0
9122,5661.0
9123,1553.0
9124,2648.0
9125,2896.0
9126,365.0
9127,582.0
9128,1918.0
9129,155.0
9130,1095.0
9131,427.0
9132,155.0
9133,730.0
9134,1374.0
9135,1095.0
9136,93.0
9137,792.0
9138,2283.0
9139,675.0
9140,310.0
9141,5785.0
9142,9738.0
9143,1157.0
9144,186.0
9145,1949.0
9146,1009.0
9147,217.0
9148,217.0
9149,93.0
9150,248.0
9151,248.0
9152,582.0
9153,93.0
9154,5785.0
9155,310.0
9156,2345.0
9157,310.0
9158,823.0
9159,644.0
9160,458.0
9161,365.0
9162,1918.0
9163,427.0
9164,458.0
9165,
9166,2617.0
9167,155.0
9168,823.0
9169,93.0
9170,
9171,1157.0
9172,248.0
9173,644.0
9174,1374.0
9175,1040.0
9176,365.0
9177,1677.0
9178,947.0
9179,341.0
9180,1553.0
9181,916.0
9182,1980.0
9183,341.0
9184,854.0
9185,1095.0
9186,62.0
9187,6150.0
9188,3898.0
9189,3471.0
9190,4690.0
9191,1219.0
9192,947.0
9193,1460.0
9194,1460.0
9195,582.0
9196,2135.0
9197,1460.0
9198,279.0
9199,279.0
9200,365.0
9201,644.0
9202,885.0
9203,2073.0
9204,4139.0
9205,854.0
9206,1071.0
9207,1071.0
9208,520.0
9209,93.0
9210,520.0
9211,2190.0
9212,1615.0
9213,730.0
9214,186.0
9215,1739.0
9216,1312.0
9217,93.0
9218,5358.0
9219,5420.0
9220,5234.0
9221,365.0
9222,1040.0
9223,823.0
9224,792.0
9225,186.0
9226,1460.0
9227,551.0
9228,1250.0
9229,186.0
9230,365.0
9231,916.0
9232,2920.0
9233,1918.0
9234,1071.0
9235,1219.0
9236,365.0
9237,1040.0
9238,365.0
9239,310.0
9240,0.0
9241,248.0
9242,1071.0
9243,792.0
9244,1801.0
9245,186.0
9246,2190.0
9247,5234.0
9248,2679.0
9249,1646.0
9250,885.0
9251,4745.0
9252,916.0
9253,458.0
9254,675.0
9255,551.0
9256,
9257,1646.0
9258,885.0
9259,1374.0
9260,93.0
9261,217.0
9262,885.0
9263,365.0
9264,365.0
9265,
9266,
9267,730.0
9268,2710.0
9269,2469.0
9270,93.0
9271,2438.0
9272,155.0
9273,916.0
9274,551.0
9275,124.0
9276,1071.0
9277,341.0
9278,1219.0
9279,124.0
9280,0.0
9281,62.0
9282,1646.0
9283,310.0
9284,2648.0
9285,613.0
9286,1250.0
9287,1343.0
9288,279.0
9289,310.0
9290,93.0
9291,310.0
9292,186.0
9293,551.0
9294,365.0
9295,1040.0
9296,2190.0
9297,644.0
9298,62.0
9299,365.0
9300,644.0
9301,823.0
9302,217.0
9303,427.0
9304,217.0
9305,93.0
9306,93.0
9307,730.0
9308,
9309,310.0
9310,613.0
9311,124.0
9312,1801.0
9313,124.0
9314,1522.0
9315,1281.0
9316,1095.0
9317,341.0
9318,310.0
9319,854.0
9320,2190.0
9321,730.0
9322,1281.0
9323,1312.0
9324,551.0
9325,520.0
9326,4504.0
9327,217.0
9328,1040.0
9329,582.0
9330,365.0
9331,730.0
9332,427.0
9333,365.0
9334,
9335,1405.0
9336,551.0
9337,427.0
9338,489.0
9339,885.0
9340,4015.0
9341,279.0
9342,978.0
9343,2166.0
9344,186.0
9345,155.0
9346,186.0
9347,186.0
9348,613.0
9349,7579.0
9350,62.0
9351,62.0
9352,217.0
9353,854.0
9354,1281.0
9355,186.0
9356,341.0
9357,217.0
9358,155.0
9359,365.0
9360,1460.0
9361,3836.0
9362,2283.0
9363,582.0
9364,2283.0
9365,217.0
9366,1677.0
9367,427.0
9368,582.0
9369,916.0
9370,1770.0
9371,1095.0
9372,3712.0
9373,155.0
9374,1980.0
9375,1095.0
9376,93.0
9377,978.0
9378,613.0
9379,5599.0
9380,62.0
9381,
9382,730.0
9383,885.0
9384,62.0
9385,5234.0
9386,5420.0
9387,7610.0
9388,7610.0
9389,7610.0
9390,217.0
9391,1801.0
9392,1887.0
9393,155.0
9394,706.0
9395,1040.0
9396,155.0
9397,730.0
9398,520.0
9399,1374.0
9400,644.0
9401,7183.0
9402,365.0
9403,644.0
9404,1312.0
9405,341.0
9406,885.0
9407,1343.0
9408,248.0
9409,1095.0
9410,341.0
9411,124.0
9412,124.0
9413,644.0
9414,155.0
9415,279.0
9416,62.0
9417,582.0
9418,644.0
9419,823.0
9420,1040.0
9421,1071.0
9422,2190.0
9423,310.0
9424,1188.0
9425,217.0
9426,248.0
9427,551.0
9428,3991.0
9429,730.0
9430,365.0
9431,279.0
9432,1071.0
9433,644.0
9434,1405.0
9435,978.0
9436,2166.0
9437,551.0
9438,1009.0
9439,427.0
9440,551.0
9441,279.0
9442,644.0
9443,1009.0
9444,93.0
9445,2407.0
9446,3626.0
9447,1646.0
9448,1708.0
9449,1071.0
9450,427.0
9451,62.0
9452,93.0
9453,365.0
9454,706.0
9455,248.0
9456,279.0
9457,706.0
9458,2252.0
9459,310.0
9460,885.0
9461,186.0
9462,0.0
9463,427.0
9464,1219.0
9465,1553.0
9466,1615.0
9467,458.0
9468,279.0
9469,279.0
9470,582.0
9471,1040.0
9472,520.0
9473,365.0
9474,1825.0
9475,1553.0
9476,62.0
9477,248.0
9478,62.0
9479,1677.0
9480,582.0
9481,489.0
9482,644.0
9483,0.0
9484,155.0
9485,186.0
9486,1677.0
9487,2314.0
9488,155.0
9489,3075.0
9490,1312.0
9491,
9492,2314.0
9493,2314.0
9494,1405.0
9495,217.0
9496,1281.0
9497,1312.0
9498,365.0
9499,124.0
9500,1071.0
9501,675.0
9502,186.0
9503,613.0
9504,1281.0
9505,582.0
9506,365.0
9507,186.0
9508,730.0
9509,613.0
9510,730.0
9511,1553.0
9512,854.0
9513,62.0
9514,2283.0
9515,1095.0
9516,730.0
9517,186.0
9518,341.0
9519,3960.0
9520,248.0
9521,1095.0
9522,2190.0
9523,310.0
9524,365.0
9525,2190.0
9526,675.0
9527,1281.0
9528,1281.0
9529,4597.0
9530,2555.0
9531,2920.0
9532,1677.0
9533,155.0
9534,4597.0
9535,124.0
9536,1949.0
9537,217.0
9538,582.0
9539,2555.0
9540,1825.0
9541,2710.0
9542,1009.0
9543,978.0
9544,2920.0
9545,62.0
9546,93.0
9547,3013.0
9548,186.0
9549,1250.0
9550,2376.0
9551,823.0
9552,730.0
9553,1095.0
9554,582.0
9555,1887.0
9556,1646.0
9557,854.0
9558,613.0
9559,365.0
9560,365.0
9561,1095.0
9562,341.0
9563,706.0
9564,279.0
9565,365.0
9566,489.0
9567,582.0
9568,520.0
9569,520.0
9570,854.0
9571,1522.0
9572,4566.0
9573,2166.0
9574,520.0
9575,551.0
9576,1460.0
9577,2772.0
9578,365.0
9579,93.0
9580,341.0
9581,341.0
9582,279.0
9583,489.0
9584,582.0
9585,520.0
9586,310.0
9587,124.0
9588,124.0
9589,124.0
9590,730.0
9591,1343.0
9592,1522.0
9593,93.0
9594,124.0
9595,1739.0
9596,1949.0
9597,1095.0
9598,93.0
9599,248.0
9600,1040.0
9601,823.0
9602,279.0
9603,1040.0
9604,248.0
9605,
9606,1584.0
9607,792.0
9608,62.0
9609,
9610,
9611,2679.0
9612,
9613,
9614,854.0
9615,2376.0
9616,1157.0
9617,1219.0
9618,
9619,1708.0
9620,916.0
9621,427.0
9622,3106.0
9623,1553.0
9624,1281.0
9625,427.0
9626,279.0
9627,978.0
9628,489.0
9629,248.0
9630,1460.0
9631,93.0
9632,823.0
9633,62.0
9634,
9635,310.0
9636,279.0
9637,644.0
9638,730.0
9639,365.0
9640,248.0
9641,1553.0
9642,93.0
9643,1887.0
9644,93.0
9645,1405.0
9646,217.0
9647,916.0
9648,1009.0
9649,2252.0
9650,458.0
9651,62.0
9652,
9653,706.0
9654,365.0
9655,1040.0
9656,
9657,2166.0
9658,93.0
9659,155.0
9660,613.0
9661,792.0
9662,823.0
9663,186.0
9664,93.0
9665,93.0
9666,2376.0
9667,1374.0
9668,978.0
9669,1157.0
9670,186.0
9671,365.0
9672,613.0
9673,854.0
9674,279.0
9675,1739.0
9676,2920.0
9677,155.0
9678,427.0
9679,279.0
9680,279.0
9681,947.0
9682,217.0
9683,93.0
9684,124.0
9685,458.0
9686,730.0
9687,1405.0
9688,823.0
9689,1584.0
9690,885.0
9691,365.0
9692,248.0
9693,279.0
9694,1770.0
9695,458.0
9696,124.0
9697,427.0
9698,2104.0
9699,730.0
9700,582.0
9701,248.0
9702,1040.0
9703,0.0
9704,62.0
9705,
9706,1219.0
9707,1071.0
9708,1281.0
9709,1071.0
9710,365.0
9711,155.0
9712,1281.0
9713,1405.0
9714,
9715,
9716,
9717,1095.0
9718,916.0
9719,4690.0
9720,1095.0
9721,124.0
9722,
9723,2190.0
9724,458.0
9725,341.0
9726,2042.0
9727,217.0
9728,217.0
9729,
9730,
9731,2314.0
9732,124.0
9733,1460.0
9734,1312.0
9735,2073.0
9736,1095.0
9737,1188.0
9738,885.0
9739,341.0
9740,427.0
9741,706.0
9742,124.0
9743,2648.0
9744,2469.0
9745,11990.0
9746,1188.0
9747,520.0
9748,2803.0
9749,3712.0
9750,2920.0
9751,1801.0
9752,1522.0
9753,1374.0
9754,124.0
9755,0.0
9756,2407.0
9757,458.0
9758,1188.0
9759,644.0
9760,1801.0
9761,62.0
9762,0.0
9763,2345.0
9764,365.0
9765,3044.0
9766,4325.0
9767,248.0
9768,854.0
9769,365.0
9770,1522.0
9771,3013.0
9772,186.0
9773,1095.0
9774,613.0
9775,1460.0
9776,1157.0
9777,217.0
9778,489.0
9779,885.0
9780,644.0
9781,427.0
9782,3836.0
9783,155.0
9784,2834.0
9785,2104.0
9786,730.0
9787,1095.0
9788,978.0
9789,1343.0
9790,1522.0
9791,155.0
9792,644.0
9793,217.0
9794,155.0
9795,2741.0
9796,2166.0
9797,248.0
9798,1770.0
9799,1250.0
9800,155.0
9801,217.0
9802,730.0
9803,248.0
9804,1312.0
9805,730.0
9806,730.0
9807,2314.0
9808,520.0
9809,4380.0
9810,2617.0
9811,792.0
9812,1281.0
9813,854.0
9814,186.0
9815,310.0
9816,217.0
9817,365.0
9818,
9819,458.0
9820,124.0
9821,124.0
9822,706.0
9823,582.0
9824,93.0
9825,551.0
9826,1219.0
9827,1825.0
9828,458.0
9829,124.0
9830,3650.0
9831,1770.0
9832,217.0
9833,
9834,310.0
9835,62.0
9836,124.0
9837,1157.0
9838,365.0
9839,2042.0
9840,1095.0
9841,2407.0
9842,1281.0
9843,1281.0
9844,1405.0
9845,3898.0
9846,1677.0
9847,489.0
9848,458.0
9849,217.0
9850,885.0
9851,551.0
9852,1219.0
9853,916.0
9854,427.0
9855,427.0
9856,1460.0
9857,1343.0
9858,365.0
9859,155.0
9860,62.0
9861,62.0
9862,1553.0
9863,2438.0
9864,1615.0
9865,4442.0
9866,1708.0
9867,124.0
9868,458.0
9869,1188.0
9870,582.0
9871,551.0
9872,854.0
9873,489.0
9874,730.0
9875,520.0
9876,248.0
9877,155.0
9878,217.0
9879,613.0
9880,458.0
9881,1405.0
9882,489.0
9883,310.0
9884,93.0
9885,62.0
9886,916.0
9887,1312.0
9888,
9889,4597.0
9890,520.0
9891,248.0
9892,365.0
9893,1708.0
9894,1219.0
9895,458.0
9896,1887.0
9897,644.0
9898,1980.0
9899,458.0
9900,279.0
9901,124.0
9902,365.0
9903,947.0
9904,644.0
9905,489.0
9906,341.0
9907,365.0
9908,310.0
9909,155.0
9910,155.0
9911,93.0
9912,93.0
9913,310.0
9914,2104.0
9915,365.0
9916,186.0
9917,1095.0
9918,730.0
9919,248.0
9920,675.0
9921,427.0
9922,675.0
9923,217.0
9924,93.0
9925,427.0
9926,1250.0
9927,2011.0
9928,427.0
9929,1460.0
9930,1250.0
9931,62.0
9932,4015.0
9933,124.0
9934,613.0
9935,885.0
9936,155.0
9937,1071.0
9938,93.0
9939,1281.0
9940,217.0
9941,730.0
9942,1949.0
9943,1825.0
9944,93.0
9945,2011.0
9946,458.0
9947,1343.0
9948,1071.0
9949,248.0
9950,365.0
9951,93.0
9952,1188.0
9953,4535.0
9954,551.0
9955,1219.0
9956,
9957,
9958,1219.0
9959,1374.0
9960,792.0
9961,947.0
9962,279.0
9963,1522.0
9964,1188.0
9965,155.0
9966,1281.0
9967,
9968,
9969,
9970,365.0
9971,1095.0
9972,520.0
9973,186.0
9974,427.0
9975,248.0
9976,217.0
9977,365.0
9978,62.0
9979,62.0
9980,93.0
9981,1677.0
9982,1615.0
9983,1801.0
9984,93.0
9985,217.0
9986,365.0
9987,365.0
9988,2920.0
9989,1157.0
9990,1615.0
9991,
9992,217.0
9993,1281.0
9994,217.0
9995,
9996,
9997,2283.0
9998,947.0
9999,427.0
10000,1374.0
10001,582.0
10002,1095.0
10003,1009.0
10004,1040.0
10005,248.0
10006,248.0
10007,1460.0
10008,2982.0
10009,706.0
10010,186.0
10011,916.0
10012,62.0
10013,1343.0
10014,1436.0
10015,341.0
10016,2920.0
10017,947.0
10018,1095.0
10019,1615.0
10020,1553.0
10021,582.0
10022,458.0
10023,792.0
10024,62.0
10025,3075.0
10026,520.0
10027,706.0
10028,1040.0
10029,155.0
10030,186.0
10031,93.0
10032,217.0
10033,792.0
10034,582.0
10035,458.0
10036,2345.0
10037,310.0
10038,1157.0
10039,124.0
10040,365.0
10041,93.0
10042,62.0
10043,62.0
10044,1405.0
10045,0.0
10046,1009.0
10047,62.0
10048,1405.0
10049,341.0
10050,823.0
10051,1615.0
10052,341.0
10053,885.0
10054,155.0
10055,1281.0
10056,551.0
10057,186.0
10058,2710.0
10059,978.0
10060,1460.0
10061,730.0
10062,1615.0
10063,3044.0
10064,93.0
10065,365.0
10066,1770.0
10067,978.0
10068,823.0
10069,792.0
10070,2283.0
10071,1009.0
10072,1980.0
10073,1460.0
10074,730.0
10075,644.0
10076,
10077,365.0
10078,854.0
10079,551.0
10080,427.0
10081,
10082,730.0
10083,1157.0
10084,1095.0
10085,365.0
10086,4807.0
10087,2190.0
10088,4077.0
10089,155.0
10090,365.0
10091,916.0
10092,310.0
10093,365.0
10094,2982.0
10095,551.0
10096,1522.0
10097,310.0
10098,62.0
10099,427.0
10100,62.0
10101,310.0
10102,706.0
10103,365.0
10104,730.0
10105,1281.0
10106,365.0
10107,1009.0
10108,2376.0
10109,551.0
10110,1095.0
10111,279.0
10112,3075.0
10113,489.0
10114,2376.0
10115,248.0
10116,365.0
10117,310.0
10118,1095.0
10119,489.0
10120,613.0
10121,1646.0
10122,1188.0
10123,916.0
10124,
10125,6150.0
10126,1708.0
10127,1219.0
10128,613.0
10129,217.0
10130,341.0
10131,365.0
10132,217.0
10133,489.0
10134,706.0
10135,427.0
10136,124.0
10137,365.0
10138,279.0
10139,
10140,
10141,730.0
10142,217.0
10143,279.0
10144,124.0
10145,93.0
10146,1095.0
10147,93.0
10148,427.0
10149,1646.0
10150,310.0
10151,792.0
10152,365.0
10153,365.0
10154,1553.0
10155,124.0
10156,155.0
10157,2104.0
10158,124.0
10159,124.0
10160,62.0
10161,916.0
10162,2190.0
10163,4108.0
10164,4721.0
10165,1949.0
10166,1887.0
10167,489.0
10168,186.0
10169,
10170,1405.0
10171,248.0
10172,978.0
10173,365.0
10174,2469.0
10175,248.0
10176,1157.0
10177,1281.0
10178,124.0
10179,248.0
10180,93.0
10181,0.0
10182,93.0
10183,217.0
10184,93.0
10185,1250.0
10186,885.0
10187,155.0
10188,613.0
10189,675.0
10190,217.0
10191,
10192,706.0
10193,279.0
10194,551.0
10195,93.0
10196,93.0
10197,1584.0
10198,427.0
10199,155.0
10200,1708.0
10201,310.0
10202,1312.0
10203,341.0
10204,2104.0
10205,1584.0
10206,310.0
10207,186.0
10208,427.0
10209,2011.0
10210,2104.0
10211,1157.0
10212,730.0
10213,1281.0
10214,124.0
10215,2314.0
10216,730.0
10217,1095.0
10218,613.0
10219,248.0
10220,427.0
10221,62.0
10222,62.0
10223,310.0
10224,2469.0
10225,217.0
10226,730.0
10227,62.0
10228,93.0
10229,93.0
10230,124.0
10231,186.0
10232,1343.0
10233,706.0
10234,2104.0
10235,730.0
10236,217.0
10237,1405.0
10238,1522.0
10239,93.0
10240,947.0
10241,947.0
10242,1584.0
10243,124.0
10244,1553.0
10245,93.0
10246,1436.0
10247,1095.0
10248,1343.0
10249,551.0
10250,1949.0
10251,1460.0
10252,93.0
10253,1157.0
10254,730.0
10255,1281.0
10256,341.0
10257,1009.0
10258,551.0
10259,310.0
10260,1071.0
10261,1646.0
10262,341.0
10263,1009.0
10264,93.0
10265,217.0
10266,217.0
10267,217.0
10268,217.0
10269,93.0
10270,93.0
10271,217.0
10272,62.0
10273,365.0
10274,
10275,
10276,792.0
10277,582.0
10278,582.0
10279,613.0
10280,1040.0
10281,885.0
10282,854.0
10283,341.0
10284,706.0
10285,62.0
10286,2190.0
10287,3230.0
10288,551.0
10289,706.0
10290,248.0
10291,1312.0
10292,341.0
10293,155.0
10294,1584.0
10295,1825.0
10296,489.0
10297,2376.0
10298,1188.0
10299,0.0
10300,2190.0
10301,2042.0
10302,217.0
10303,2555.0
10304,3199.0
10305,3199.0
10306,248.0
10307,310.0
10308,582.0
10309,3199.0
10310,124.0
10311,279.0
10312,365.0
10313,2252.0
10314,186.0
10315,186.0
10316,93.0
10317,279.0
10318,458.0
10319,93.0
10320,1825.0
10321,1708.0
10322,427.0
10323,155.0
10324,1405.0
10325,0.0
10326,0.0
10327,62.0
10328,62.0
10329,
10330,2500.0
10331,5475.0
10332,3650.0
10333,5203.0
10334,1460.0
10335,3650.0
10336,3285.0
10337,854.0
10338,1949.0
10339,427.0
10340,6422.0
10341,1219.0
10342,2710.0
10343,217.0
10344,1095.0
10345,458.0
10346,2772.0
10347,93.0
10348,458.0
10349,
10350,1095.0
10351,
10352,1460.0
10353,1646.0
10354,248.0
10355,1219.0
10356,217.0
10357,1801.0
10358,0.0
10359,3960.0
10360,3230.0
10361,2803.0
10362,1460.0
10363,2345.0
10364,365.0
10365,613.0
10366,885.0
10367,1522.0
10368,310.0
10369,365.0
10370,365.0
10371,792.0
10372,365.0
10373,62.0
10374,62.0
10375,62.0
10376,62.0
10377,62.0
10378,62.0
10379,1677.0
10380,706.0
10381,427.0
10382,1436.0
10383,
10384,2135.0
10385,885.0
10386,62.0
10387,217.0
10388,279.0
10389,279.0
10390,1009.0
10391,644.0
10392,93.0
10393,1770.0
10394,310.0
10395,2376.0
10396,520.0
10397,1250.0
10398,947.0
10399,365.0
10400,186.0
10401,124.0
10402,217.0
10403,
10404,
10405,
10406,
10407,
10408,
10409,582.0
10410,155.0
10411,427.0
10412,4690.0
10413,1095.0
10414,2555.0
10415,644.0
10416,1343.0
10417,365.0
10418,1460.0
10419,854.0
10420,675.0
10421,675.0
10422,854.0
10423,1436.0
10424,124.0
10425,675.0
10426,365.0
10427,1739.0
10428,706.0
10429,675.0
10430,2500.0
10431,341.0
10432,0.0
10433,427.0
10434,
10435,
10436,341.0
10437,675.0
10438,365.0
